conversation_id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,summary_time_seconds
1dgmgf,0.9766081871345029,0.15099457504520797,0.26155050900548166,0.9235294117647059,0.1420814479638009,0.24627450980392157,0.9473684210526315,0.14647377938517178,0.25371965544244324,12.133796691894531
1dgple,0.9753694581280788,0.16851063829787233,0.2873730043541364,0.9455445544554455,0.16269165247018738,0.27761627906976744,0.9458128078817734,0.16340425531914893,0.27866473149492016,5.6865317821502686
1dgrhe,1.0,0.22559474979491387,0.36813922356091033,0.9817518248175182,0.22085385878489328,0.3605898123324397,0.9927272727272727,0.2239540607054963,0.3654618473895582,7.6954405307769775
1dhek3,0.9866666666666667,0.28654404646660214,0.4441110277569392,0.9632107023411371,0.27906976744186046,0.4327573253193087,0.9833333333333333,0.2855759922555663,0.44261065266316574,7.632077693939209
1dhzwg,0.973404255319149,0.16913123844731978,0.28818897637795277,0.9090909090909091,0.1572617946345976,0.26813880126182965,0.824468085106383,0.14325323475046212,0.2440944881889764,5.6269371509552
1di4t6,0.8857142857142857,0.05834378920953576,0.10947616244849911,0.49038461538461536,0.032015065913371,0.0601060695344726,0.5904761904761905,0.03889585947302384,0.0729841082989994,4.309305191040039
1di78q,0.9346733668341709,0.16741674167416742,0.28396946564885495,0.6262626262626263,0.11171171171171171,0.18960244648318042,0.7487437185929648,0.1341134113411341,0.22748091603053436,5.544727563858032
1di7mo,0.9615384615384616,0.19929140832595216,0.33015407190022006,0.9012875536480687,0.18617021276595744,0.30859662013225564,0.9401709401709402,0.19486271036315322,0.32281731474688186,6.351919412612915
1difq4,0.9727520435967303,0.2605839416058394,0.41105354058721943,0.9180327868852459,0.24543462381300218,0.3873198847262248,0.9455040871934605,0.25328467153284673,0.3995394358088659,9.423516750335693
1dihg2,0.9846153846153847,0.24483550114766642,0.3921568627450981,0.9567901234567902,0.23736600306278713,0.38036809815950917,0.9723076923076923,0.24177505738332059,0.3872549019607843,8.859655857086182
1dijzm,0.9868421052631579,0.1835236541598695,0.3094910591471801,0.960352422907489,0.17795918367346938,0.3002754820936639,0.9780701754385965,0.18189233278955955,0.30674002751031637,6.337671756744385
1dip67,0.9960474308300395,0.20588235294117646,0.3412322274881517,0.9722222222222222,0.20032706459525756,0.33220338983050846,0.9841897233201581,0.2034313725490196,0.33716993906567366,6.892201662063599
1dj5ui,0.9919354838709677,0.1968,0.32843791722296395,0.9554655870445344,0.188951160928743,0.3155080213903743,0.9717741935483871,0.1928,0.321762349799733,6.339029788970947
1djhxc,0.9347826086956522,0.11856617647058823,0.21044045676998369,0.8467153284671532,0.10671573137074516,0.1895424836601307,0.855072463768116,0.10845588235294118,0.19249592169657423,4.350099325180054
1djote,0.9675324675324676,0.12833763996554695,0.22661596958174907,0.9150326797385621,0.1206896551724138,0.21325209444021326,0.9285714285714286,0.1231696813092162,0.21749049429657796,4.712622880935669
1dkav2,0.9883449883449883,0.2697201017811705,0.4237881059470265,0.9462616822429907,0.25779758115849777,0.40520260130065033,0.9766899766899767,0.26653944020356235,0.41879060469765117,12.891005754470825
1dksdx,0.9646464646464646,0.17833800186741364,0.3010244286840032,0.8984771573604061,0.16542056074766356,0.27940015785319655,0.9292929292929293,0.17180205415499533,0.2899921197793538,5.289400815963745
1dl91y,0.9877049180327869,0.1795827123695976,0.30390920554854983,0.9588477366255144,0.17375093214019388,0.29419191919191917,0.9795081967213115,0.1780923994038748,0.30138713745271123,6.9289586544036865
1dlrmz,0.9814126394052045,0.24976348155156103,0.39819004524886875,0.9291044776119403,0.23579545454545456,0.3761329305135952,0.966542750929368,0.24597918637653737,0.39215686274509803,7.1210808753967285
1dlxdf,0.9719626168224299,0.15674453654860587,0.2699545749513303,0.92018779342723,0.1478129713423831,0.25471085120207926,0.8504672897196262,0.13715146948003015,0.23621025308241403,6.404653310775757
1dlzxn,0.9539473684210527,0.1168412570507655,0.208183776022972,0.6821192052980133,0.08306451612903226,0.14809489575844717,0.8157894736842105,0.0999194198227236,0.1780330222541278,5.164693832397461
1dmt0p,0.9960159362549801,0.2304147465437788,0.37425149700598803,0.964,0.22232472324723246,0.36131934032983504,0.9840637450199203,0.22764976958525346,0.36976047904191617,6.6949639320373535
1dmwqf,0.975,0.10863509749303621,0.19548872180451127,0.9159663865546218,0.10130111524163568,0.1824267782426778,0.9416666666666667,0.10492107706592387,0.18880534670008353,3.6247613430023193
1dnaec,0.9807692307692307,0.11971830985915492,0.21338912133891214,0.9354838709677419,0.11354737666405638,0.20251396648044692,0.9551282051282052,0.11658841940532082,0.2078103207810321,4.749826669692993
1dnc25,0.9810606060606061,0.24975891996142718,0.3981552651806302,0.935361216730038,0.23745173745173745,0.3787528868360277,0.9696969696969697,0.24686595949855353,0.393543428132206,6.7398412227630615
1dogl1,0.9836956521739131,0.1560344827586207,0.26934523809523814,0.9289617486338798,0.14667817083692838,0.2533532041728763,0.9021739130434783,0.14310344827586208,0.24702380952380956,5.395044565200806
1dojlv,0.9725274725274725,0.15271786022433131,0.2639821029082774,0.9226519337016574,0.14421416234887738,0.2494398805078417,0.9340659340659341,0.14667817083692838,0.25354213273676357,5.307393789291382
1dol7y,0.9516908212560387,0.18497652582159624,0.30974842767295596,0.8592233009708737,0.16635338345864661,0.27874015748031494,0.9033816425120773,0.1755868544600939,0.2940251572327044,5.770998001098633
1dp2rr,0.9516908212560387,0.16582491582491582,0.28243727598566304,0.6699029126213593,0.11625947767481044,0.19813352476669058,0.7584541062801933,0.13215488215488216,0.22508960573476705,5.951133489608765
1dprdf,0.9823529411764705,0.12306558585114223,0.21872953503601836,0.9349112426035503,0.11651917404129794,0.20721311475409837,0.9352941176470588,0.11717022844509949,0.20825147347740666,5.033222436904907
1dpun8,0.9905660377358491,0.15418502202643172,0.2668360864040661,0.943127962085308,0.1462160176340926,0.25318066157760816,0.9528301886792453,0.14831130690161526,0.2566709021601017,6.053969860076904
1dpynb,0.9957446808510638,0.3212079615648593,0.485729112610275,0.9850746268656716,0.3173076923076923,0.4799999999999999,0.9914893617021276,0.31983527796842826,0.4836533471717695,12.716951847076416
1dpyzu,0.994413407821229,0.16167120799273388,0.278125,0.9550561797752809,0.15454545454545454,0.2660406885758998,0.9888268156424581,0.16076294277929154,0.2765625,5.043052673339844
1dqt10,0.9627659574468085,0.1669741697416974,0.2845911949685534,0.6203208556149733,0.10710987996306556,0.1826771653543307,0.7127659574468085,0.12361623616236163,0.21069182389937108,5.237284183502197
1dqzfi,0.9568965517241379,0.12899477048227775,0.22734254992319508,0.8917748917748918,0.11976744186046512,0.2111737570476679,0.9137931034482759,0.1231841952353283,0.2171018945212494,7.843477487564087
1dr639,0.9966101694915255,0.2266769468003084,0.3693467336683417,0.9591836734693877,0.2175925925925926,0.3547169811320755,0.9830508474576272,0.2235929067077872,0.3643216080402011,8.502404689788818
1drtju,0.9724770642201835,0.08386075949367089,0.15440640932265112,0.8981481481481481,0.0768012668250198,0.1415025528811087,0.8990825688073395,0.07753164556962025,0.14275309541150766,3.5235769748687744
1druwi,0.9831460674157303,0.16069788797061524,0.27624309392265195,0.9322033898305084,0.15165441176470587,0.2608695652173913,0.949438202247191,0.155188246097337,0.26677190213101815,5.256957292556763
1drxwk,0.9489795918367347,0.0773067331670823,0.14296694850115296,0.8144329896907216,0.06572379367720466,0.1216320246343341,0.8571428571428571,0.06982543640897755,0.1291314373558801,3.268980026245117
1drzos,0.9484536082474226,0.16773017319963537,0.28505034856700234,0.8756476683937824,0.1541970802919708,0.2622187742435997,0.8608247422680413,0.15223336371923427,0.25871417505809446,5.308152914047241
1dskrv,0.99,0.15903614457831325,0.2740484429065744,0.964824120603015,0.15434083601286175,0.2661122661122661,0.975,0.1566265060240964,0.26989619377162627,5.993464946746826
1dsyfg,0.9823529411764705,0.0837092731829574,0.15427251732101616,0.9230769230769231,0.07823470411233702,0.14424410540915394,0.9411764705882353,0.08020050125313283,0.14780600461893764,6.886131286621094
1dt01r,0.9841269841269841,0.17901828681424448,0.30293159609120524,0.9095744680851063,0.16473988439306358,0.27895595432300163,0.9259259259259259,0.16843118383060635,0.2850162866449511,5.285443544387817
1dt3xh,0.9877551020408163,0.21880650994575046,0.3582531458179127,0.9385245901639344,0.2072398190045249,0.3395107487027428,0.9591836734693877,0.21247739602169982,0.3478904515173945,7.064321041107178
1dt4va,0.9918433931484503,0.34822451317296677,0.5154726579058924,0.9771241830065359,0.34269340974212037,0.5074246924056003,0.9836867862969005,0.34536082474226804,0.5112335735481136,18.055349111557007
1dupws,0.9487179487179487,0.11497824735860783,0.20509977827050996,0.6701030927835051,0.08084577114427861,0.14428412874583796,0.6666666666666666,0.08079552517091361,0.14412416851441243,5.730990886688232
1duv00,0.9526627218934911,0.15089034676663543,0.2605177993527508,0.8571428571428571,0.1350844277673546,0.233387358184765,0.8698224852071006,0.13776944704779756,0.23786407766990292,4.668534755706787
1dv2e8,0.9494949494949495,0.13028413028413027,0.22912858013406456,0.8934010152284264,0.12205270457697642,0.21476510067114096,0.9141414141414141,0.12543312543312543,0.2205971968312005,6.026791095733643
1dvij1,0.9948717948717949,0.3146796431467964,0.4781269254467036,0.9665809768637532,0.3051948051948052,0.4639111659469463,0.9897435897435898,0.31305758313057586,0.4756623536660505,10.353448152542114
1dw0gq,0.9941348973607038,0.30294906166219837,0.4643835616438356,0.9794117647058823,0.29785330948121647,0.4567901234567901,0.9736070381231672,0.2966934763181412,0.45479452054794517,8.62562108039856
1dwjtx,0.9602272727272727,0.15633672525439407,0.26889419252187746,0.9142857142857143,0.14814814814814814,0.25498007968127484,0.9204545454545454,0.1498612395929695,0.2577565632458234,4.947912216186523
1dwukf,0.9675925925925926,0.13589076723016905,0.23831242873432154,0.8976744186046511,0.12556929082628496,0.22031963470319632,0.9351851851851852,0.13133940182054615,0.23033067274800453,6.713374376296997
1dwz3x,0.9868421052631579,0.19929140832595216,0.3316138540899042,0.9647577092511013,0.19414893617021275,0.32324723247232473,0.9824561403508771,0.19840566873339238,0.3301400147383935,6.3383002281188965
1dxlrh,0.9441860465116279,0.17606244579358196,0.29678362573099415,0.8551401869158879,0.15885416666666666,0.2679355783308931,0.8511627906976744,0.15871639202081528,0.2675438596491228,6.3248279094696045
1dxlxp,0.9596412556053812,0.19227313566936208,0.3203592814371258,0.9099099099099099,0.18165467625899281,0.30284857571214396,0.9282511210762332,0.18598382749326145,0.30988023952095806,6.082659006118774
1dxzdq,0.963265306122449,0.21474067333939945,0.35119047619047616,0.9221311475409836,0.20491803278688525,0.3353204172876304,0.9510204081632653,0.21201091901728844,0.34672619047619047,6.676710605621338
1dzeym,0.9924242424242424,0.22203389830508474,0.36288088642659283,0.9619771863117871,0.21458863443596268,0.35090152565880717,0.9810606060606061,0.21949152542372882,0.3587257617728532,6.94984245300293
1dzhjq,0.9333333333333333,0.126012601260126,0.22204599524187152,0.8791946308724832,0.11801801801801802,0.20810166799046864,0.88,0.1188118811881188,0.2093576526566217,4.66050124168396
1e1x1y,0.9966777408637874,0.247320692497939,0.3963011889035667,0.9566666666666667,0.2367986798679868,0.37962962962962965,0.9867109634551495,0.2448474855729596,0.39233817701453105,8.206414937973022
1e1ydu,0.8814432989690721,0.1360381861575179,0.23569951757408683,0.43005181347150256,0.0660828025477707,0.11456176673567978,0.4690721649484536,0.07239459029435164,0.12543073742246727,5.406438827514648
1e28x2,0.9723756906077348,0.14965986394557823,0.2593957258658806,0.9222222222222223,0.14127659574468085,0.24501845018450183,0.9337016574585635,0.14370748299319727,0.2490788504053058,4.963364362716675
1e2w8e,0.9565217391304348,0.1397459165154265,0.24386381631037216,0.89375,0.1298819255222525,0.2268041237113402,0.9130434782608695,0.13339382940108893,0.23277909738717342,4.685014724731445
1e3k2h,0.8757062146892656,0.09567901234567901,0.17250973845297718,0.4772727272727273,0.05188387893761581,0.0935933147632312,0.5536723163841808,0.06049382716049383,0.10907067334446299,6.3656580448150635
1e3ppf,0.987012987012987,0.2878787878787879,0.4457478005865103,0.9478827361563518,0.27582938388625594,0.42731277533039647,0.9805194805194806,0.2859848484848485,0.4428152492668622,8.149682998657227
1e4b5t,0.9851632047477745,0.21391752577319587,0.35150873478030703,0.9613095238095238,0.2082527401676338,0.34234234234234234,0.973293768545994,0.211340206185567,0.3472736897829539,9.782968282699585
1e5rxr,0.9253112033195021,0.14499349804941483,0.2507026419336706,0.5791666666666667,0.0904359141184125,0.15644344400675295,0.6597510373443983,0.1033810143042913,0.17875210792580104,7.069686412811279
1e5t78,0.9849056603773585,0.1651898734177215,0.28292682926829266,0.9318181818181818,0.155794806839772,0.26695604991861094,0.9622641509433962,0.16139240506329114,0.2764227642276423,7.633108615875244
1e64vi,0.9768518518518519,0.13964262078093978,0.24435437174290678,0.9441860465116279,0.13443708609271524,0.2353623188405797,0.9444444444444444,0.13500992720052946,0.2362478286045165,6.415761947631836
1e69c6,0.9619565217391305,0.11486048020765736,0.20521739130434785,0.8961748633879781,0.10649350649350649,0.19036564132327335,0.9293478260869565,0.11096690460739779,0.19826086956521738,5.465845823287964
1e6aww,0.9845360824742269,0.12640635340833886,0.2240469208211144,0.9378238341968912,0.11986754966887417,0.2125660598943042,0.9484536082474226,0.12177365982792852,0.21583577712609975,5.932475328445435
1e6ufq,0.9826839826839827,0.19385140905209222,0.32382310984308127,0.9043478260869565,0.17777777777777778,0.2971428571428572,0.9567099567099567,0.1887275832621691,0.3152639087018545,6.468899488449097
