conversation_id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,summary_time_seconds
1dgmgf,1.0,0.13652802893309224,0.2402545743834527,0.9533333333333334,0.12941176470588237,0.22788844621513946,1.0,0.13652802893309224,0.2402545743834527,1.3417892456054688
1dgple,1.0,0.1327659574468085,0.23441021788129224,0.9612903225806452,0.12691652470187392,0.22422874341610233,1.0,0.1327659574468085,0.23441021788129224,1.2556233406066895
1dgrhe,1.0,0.19934372436423298,0.332421340629275,0.9834710743801653,0.19540229885057472,0.32602739726027397,1.0,0.19934372436423298,0.332421340629275,1.8468661308288574
1dhek3,1.0,0.17037754114230397,0.2911497105045492,0.9657142857142857,0.16375968992248063,0.28003314001657004,1.0,0.17037754114230397,0.2911497105045492,1.3502178192138672
1dhzwg,1.0,0.14972273567467653,0.26045016077170424,0.9937888198757764,0.14801110083256244,0.2576489533011272,1.0,0.14972273567467653,0.26045016077170424,1.0485739707946777
1di4t6,1.0,0.30301129234629864,0.4650938854116515,0.966804979253112,0.29252981795354677,0.4491566265060241,1.0,0.30301129234629864,0.4650938854116515,2.8442845344543457
1di78q,1.0,0.3609360936093609,0.5304232804232805,0.98,0.35315315315315315,0.519205298013245,1.0,0.3609360936093609,0.5304232804232805,2.455775499343872
1di7mo,1.0,0.10983170947741364,0.19792498004788506,0.9349593495934959,0.10195035460992907,0.1838529176658673,1.0,0.10983170947741364,0.19792498004788506,1.0708436965942383
1difq4,1.0,0.1678832116788321,0.2875,0.9694323144104804,0.16216216216216217,0.27784730913642053,1.0,0.1678832116788321,0.2875,1.6389803886413574
1dihg2,1.0,0.12471308339709258,0.22176870748299318,0.9691358024691358,0.12021439509954059,0.2138964577656676,1.0,0.12471308339709258,0.22176870748299318,1.1634397506713867
1dijzm,1.0,0.3132137030995106,0.47701863354037266,0.9817232375979112,0.3069387755102041,0.4676616915422885,1.0,0.3132137030995106,0.47701863354037266,2.2758312225341797
